0,51,98
1,43,22
2,42,29
3,68,92
4,56,81
5,61,108
6,61,67
7,47,31
8,62,36
9,69,57
10,49,88
11,70,59
12,69,59
13,37,22
14,63,54
15,33,16
16,55,62
17,58,55
18,55,57
19,109,149
20,53,72
21,101,154
22,63,47
23,44,29
24,42,43
25,68,56
26,25,8
27,34,13
28,33,19
29,75,83
30,19,1
31,30,18
32,18,4
33,47,35
34,48,46
35,42,27
36,46,40
37,122,237
38,61,61
39,62,108
40,102,223
41,65,45
42,47,46
43,47,42
44,62,78
45,70,73
46,52,45
47,86,111
48,51,32
49,57,75
50,62,73
51,76,105
52,85,148
53,50,37
54,69,70
55,85,112
56,68,63
57,51,44
58,44,28
59,65,89
60,72,70
61,72,127
62,52,47
63,46,28
64,65,97
65,56,95
66,59,69
67,67,84
68,45,44
69,52,63
70,52,51
71,50,50
72,50,28
73,53,36
74,35,32
75,53,41
76,51,67
77,29,15
78,61,96
79,58,78
80,38,15
81,60,62
82,32,26
83,47,34
84,62,96
85,45,33
86,57,48
87,47,60
88,24,9
89,42,33
90,65,73
91,63,58
92,43,34
93,36,23
94,60,86
95,59,75
96,48,35
97,54,45
98,33,16
99,41,33
100,54,110
101,32,28
102,38,18
103,81,114
104,73,60
105,46,61
106,74,128
107,52,43
108,47,43
109,54,65
110,51,37
111,26,19
112,77,139
113,53,41
114,45,32
115,36,43
116,60,64
117,55,64
118,40,18
119,37,6
120,65,115
121,52,41
122,66,103
123,42,21
124,35,47
125,48,37
126,39,28
127,42,22
128,62,86
129,45,70
130,51,45
131,106,118
132,64,52
133,29,14
134,71,126
135,56,105
136,81,91
137,55,54
138,30,13
139,56,65
140,47,21
141,55,50
142,55,55
143,32,22
144,50,66
145,53,45
146,36,12
147,42,20
148,41,25
149,88,90
150,40,35
151,29,14
152,51,64
153,54,39
154,57,48
155,64,57
156,85,120
157,57,51
158,58,80
159,52,34
160,65,111
161,66,71
162,45,46
163,35,18
164,56,72
165,40,28
166,29,23
167,57,84
168,31,30
169,42,18
170,37,17
171,39,38
172,64,54
173,74,130
174,61,73
175,34,16
176,52,41
177,61,37
178,51,45
179,39,25
180,52,43
181,80,120
182,58,52
183,30,24
184,42,41
185,42,24
186,51,30
187,59,71
188,57,28
189,74,119
190,38,24
191,41,24
192,49,44
193,32,64
194,58,64
195,35,16
196,40,49
197,54,45
198,46,35
199,37,23
200,44,14
201,49,95
202,39,14
203,68,104
204,69,101
205,22,4
206,37,39
207,51,108
208,38,28
209,48,72
210,58,59
211,42,24
212,88,101
213,40,36
214,36,24
215,57,51
216,64,69
217,30,20
218,52,69
219,43,32
220,41,34
221,58,81
222,46,29
223,26,20
224,34,14
225,38,20
226,61,118
227,52,58
228,56,57
229,47,127
230,45,26
231,44,33
232,32,25
233,63,79
234,40,17
235,35,25
236,44,30
237,66,73
238,47,48
239,43,51
240,31,32
241,35,15
242,59,33
243,45,90
244,45,63
245,42,53
246,42,47
247,59,40
248,53,66
249,48,44
250,39,24
251,32,17
252,60,57
253,46,85
254,38,19
255,52,66
256,66,142
257,38,29
258,38,45
259,44,29
260,30,29
261,37,16
262,55,96
263,42,51
264,27,11
265,63,66
266,25,2
267,64,105
268,37,5
269,35,25
270,78,76
271,28,25
272,42,26
273,43,33
274,37,24
275,84,134
276,39,43
277,64,91
278,48,70
279,72,89
280,66,87
281,86,115
282,41,39
283,55,63
284,38,37
285,64,121
286,31,8
287,60,96
288,26,13
289,52,35
290,44,48
291,41,47
292,51,47
293,41,15
294,66,113
295,25,2
296,48,53
297,38,30
298,52,98
299,35,26
300,34,11
301,99,133
302,42,48
303,65,64
304,36,47
305,19,4
306,36,12
307,55,47
308,55,99
309,59,157
310,54,27
311,39,45
312,57,54
313,31,22
314,44,43
315,39,31
316,57,66
317,49,47
318,46,45
319,49,65
320,76,108
321,47,42
322,40,32
323,45,17
324,50,49
325,49,67
326,47,88
327,33,21
328,39,38
329,31,19
330,32,19
331,64,79
332,51,48
333,54,43
334,65,97
335,42,35
336,55,85
337,42,16
338,34,24
339,52,36
340,40,39
341,35,18
342,57,40
343,36,46
344,63,78
345,54,55
346,61,48
347,37,33
348,49,38
349,30,8
350,42,61
351,45,34
352,36,35
353,52,59
354,46,22
355,55,48
356,35,17
357,65,84
358,43,35
359,48,47
360,62,72
361,48,48
362,46,53
363,25,19
364,38,26
365,45,14
366,60,61
367,39,32
368,30,15
369,69,130
370,31,8
371,53,33
372,55,48
373,57,49
374,54,55
375,95,198
376,54,32
377,27,10
378,39,32
379,51,20
380,34,24
381,68,78
382,62,60
383,46,26
384,76,89
385,63,56
386,63,65
387,57,62
388,34,15
389,45,36
390,76,83
391,72,72
392,67,80
393,59,54
394,72,63
395,86,90
396,51,53
397,56,72
398,29,15
399,36,12
400,74,200
401,25,21
402,53,31
403,43,17
404,39,42
405,77,92
406,66,106
407,43,42
408,64,90
409,32,10
410,45,41
411,41,38
412,36,29
413,49,50
414,52,83
415,27,7
416,44,40
417,35,27
418,54,69
419,43,33
420,72,79
421,38,33
422,44,17
423,50,100
424,64,66
425,59,54
426,43,37
427,53,87
428,39,31
429,60,146
430,35,26
431,41,31
432,44,29
433,86,104
434,71,106
435,53,62
436,36,26
437,40,29
438,43,53
439,41,65
440,44,31
441,40,33
442,45,31
443,45,26
444,43,22
445,89,149
446,46,41
447,63,74
448,44,41
449,65,74
450,50,58
451,38,19
452,45,19
453,43,51
454,107,250
455,40,44
456,38,50
457,34,25
458,53,40
459,79,108
460,58,51
461,46,31
462,69,93
463,55,51
464,60,73
465,56,65
466,80,121
467,39,28
468,41,37
469,82,166
470,53,77
471,42,17
472,78,63
473,49,45
474,44,22
475,59,65
476,35,25
477,41,49
478,25,26
479,58,74
480,58,61
481,47,44
482,45,35
483,75,72
484,51,38
485,76,132
486,49,87
487,52,61
488,69,57
489,37,37
490,54,83
491,43,30
492,46,41
493,49,29
494,44,32
495,32,38
496,60,67
497,42,41
498,37,27
499,46,37
500,67,57
501,46,62
502,44,22
503,47,38
504,61,73
505,47,66
506,35,22
507,37,49
508,51,71
509,51,95
510,47,46
511,32,40
512,50,29
513,35,30
514,31,12
515,39,21
516,45,26
517,69,97
518,51,60
519,27,4
520,54,70
521,38,19
522,43,31
523,57,75
524,34,39
525,45,46
526,38,27
527,31,22
528,54,52
529,26,17
530,59,53
531,34,22
532,45,26
533,35,17
534,34,19
535,54,55
536,29,30
537,66,54
538,35,26
539,31,27
540,33,41
541,54,48
542,89,134
543,34,16
544,46,48
545,53,55
546,62,69
547,67,64
548,62,76
549,48,62
