0,255,131
1,308,194
2,73,19
3,453,283
4,678,387
5,483,468
6,52,38
7,80,90
8,87,103
9,52,59
10,64,75
11,60,83
12,59,70
13,72,96
14,69,63
15,65,109
16,92,138
17,62,60
18,46,47
19,77,122
20,87,121
21,68,56
22,81,91
23,58,116
24,51,64
25,48,66
26,60,64
27,40,37
28,73,101
29,80,89
30,65,88
31,49,42
32,73,111
33,65,110
34,62,52
35,110,148
36,74,126
37,94,209
38,40,31
39,69,82
40,68,73
41,59,53
42,39,27
43,67,69
44,78,92
45,56,89
46,44,66
47,83,86
48,61,61
49,64,58
50,69,93
51,67,71
52,50,34
53,75,99
54,57,58
55,78,76
56,98,142
57,72,96
58,80,104
59,145,232
60,86,73
61,64,79
62,75,71
63,49,64
64,87,128
65,59,25
66,59,32
67,34,13
68,45,15
69,29,3
70,69,20
71,68,20
72,103,43
73,44,13
74,59,23
75,129,54
76,33,7
77,78,32
78,56,21
79,69,26
80,128,58
81,43,12
82,69,33
83,81,40
84,70,27
85,115,60
86,117,53
87,69,27
88,32,5
89,81,34
90,69,32
91,23,2
92,81,33
